model,rank_worst_log_loss,market_index,slug,question,winner_label,posterior,p_truth,log_loss,brier,confidence,correct_05
reversal,2,3,will-rabby-launch-a-token-by-march-31-2026,"Will Rabby launch a token by March 31, 2026?",No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal,3,4,will-luiz-incio-lula-da-silva-be-the-next-leader-out-before-2027,Will Luiz Inácio Lula da Silva be the next leader out before 2027?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal,4,6,will-oviedo-win-the-202526-la-liga,Will Oviedo win the 2025–26 La Liga?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal,5,8,will-brentford-finish-in-2nd-place-in-the-2025-26-english-premier-league,Will Brentford finish in 2nd place in the 2025-26 English Premier League?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal,6,14,will-sunderland-finish-in-2nd-place-in-the-2025-26-english-premier-league,Will Sunderland finish in 2nd place in the 2025-26 English Premier League?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal,7,20,will-sbastien-lecornu-be-the-next-leader-out-before-2027,Will Sébastien Lecornu be the next leader out before 2027?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal,8,22,will-kelly-loeffler-be-the-first-to-leave-the-trump-cabinet-before-2027-698,Will Kelly Loeffler be the first to leave the Trump Cabinet before 2027?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal,9,24,will-the-portland-trail-blazers-win-the-nba-western-conference-finals,Will the Portland Trail Blazers win the NBA Western Conference Finals?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal,10,25,will-trump-nominate-individual-j-as-the-next-fed-chair,Will Trump nominate Janet Yellen as the next Fed chair?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal,11,28,will-paradex-launch-a-token-by-december-31-2025,Will Paradex launch a token by December 31 2025?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal,12,29,will-the-next-diplomatic-us-iran-meeting-be-in-another-middle-eastnorth-africa-country-342,Will the next diplomatic US-Iran meeting be in another Middle East/North Africa country?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal,13,32,nhl-2025-26-rocket-richard-trophy-mark-stone,Will Mark Stone win the 2025–2026 NHL Maurice 'Rocket' Richard Trophy?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal,14,33,usdai-fdv-above-2b-one-day-after-launch-781-438-328-773-699-574-523-191,USD.AI FDV above $2B one day after launch?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal,15,41,will-trump-nominate-ron-paul-as-the-next-fed-chair,Will Trump nominate Ron Paul as the next Fed chair?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal,16,49,will-robert-f-kennedy-jr-be-the-next-to-leave-the-trump-cabinet-before-2027-625,Will Robert F. Kennedy Jr. be the next to leave the Trump Cabinet before 2027?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal,17,50,aztec-fdv-above-1pt5b-one-day-after-launch-214-724,Aztec FDV above $1.5B one day after launch?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal,18,51,us-strike-on-cuba-by-january-31,US strike on Cuba by January 31?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal,19,52,will-russell-t-vought-be-the-next-to-leave-the-trump-cabinet-before-2027-741,Will Russell T. Vought be the next to leave the Trump Cabinet before 2027?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal,20,56,over-50m-committed-to-the-hurupay-public-sale-569-772-915-493-946-347-974,Over $50M committed to the Hurupay public sale?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal,21,61,will-amzn-reach-296-in-april,Will Amazon reach $296 in April?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal,22,64,over-5m-committed-to-the-hurupay-public-sale-241-999-813-678-217-134-593-326,Over $5M committed to the Hurupay public sale?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal,23,65,nba-2025-26-coach-of-the-year-kenny-atkinson,Will Kenny Atkinson win the 2025–2026 NBA Coach of the Year?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal,24,66,will-phantom-launch-a-token-by-march-31-2026,"Will Phantom launch a token by March 31, 2026?",No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal,25,67,will-the-florida-panthers-win-the-2026-nhl-stanley-cup,Will the Florida Panthers win the 2026 NHL Stanley Cup?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_burst,1,3,will-rabby-launch-a-token-by-march-31-2026,"Will Rabby launch a token by March 31, 2026?",No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_burst,2,5,will-yoon-suk-yeol-be-sentenced-to-1520-years-in-prison,Will Yoon Suk Yeol be sentenced to 15–20 years in prison?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_burst,3,6,will-oviedo-win-the-202526-la-liga,Will Oviedo win the 2025–26 La Liga?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_burst,4,8,will-brentford-finish-in-2nd-place-in-the-2025-26-english-premier-league,Will Brentford finish in 2nd place in the 2025-26 English Premier League?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_burst,5,9,will-megaeth-launch-a-token-by-march-31-2026,"Will MegaETH launch a token by March 31, 2026?",No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_burst,6,11,will-gnk-dinamo-win-the-2025-26-uefa-europa-league,Will GNK Dinamo win the 2025-26 UEFA Europa League?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_burst,7,12,nba-2025-26-coach-of-the-year-charles-lee,Will Charles Lee win the 2025–2026 NBA Coach of the Year?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_burst,8,13,elon-musk-of-tweets-april-2026-480-499,Will Elon Musk post 480-499 tweets in April 2026?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_burst,9,14,will-sunderland-finish-in-2nd-place-in-the-2025-26-english-premier-league,Will Sunderland finish in 2nd place in the 2025-26 English Premier League?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_burst,10,22,will-kelly-loeffler-be-the-first-to-leave-the-trump-cabinet-before-2027-698,Will Kelly Loeffler be the first to leave the Trump Cabinet before 2027?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_burst,11,23,space-fdv-above-80m-one-day-after-launch-548-816,Space FDV above $80M one day after launch?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_burst,12,24,will-the-portland-trail-blazers-win-the-nba-western-conference-finals,Will the Portland Trail Blazers win the NBA Western Conference Finals?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_burst,13,27,will-the-party-for-the-animals-win-the-most-seats-in-the-2025-netherlands-parliamentary-election,Will the Party for the Animals win the most seats in the 2025 Netherlands parliamentary election?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_burst,14,29,will-the-next-diplomatic-us-iran-meeting-be-in-another-middle-eastnorth-africa-country-342,Will the next diplomatic US-Iran meeting be in another Middle East/North Africa country?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_burst,15,31,gensyn-fdv-above-2b-one-day-after-launch-993-187-779,Gensyn FDV above $2B one day after launch?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_burst,16,32,nhl-2025-26-rocket-richard-trophy-mark-stone,Will Mark Stone win the 2025–2026 NHL Maurice 'Rocket' Richard Trophy?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_burst,17,35,ranger-fdv-above-50m-one-day-after-launch,Ranger FDV above $50M one day after launch?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_burst,18,39,will-nottm-forest-finish-in-last-place-in-the-2025-26-english-premier-league,Will Nottm Forest finish in last place in the 2025-26 English Premier League?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_burst,19,40,will-the-phoenix-suns-win-the-nba-western-conference-finals,Will the Phoenix Suns win the NBA Western Conference Finals?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_burst,20,43,over-10m-committed-to-the-hurupay-public-sale-448-365-714-182-925-999-551,Over $10M committed to the Hurupay public sale?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_burst,21,46,will-amzn-dip-to-168-in-april,Will Amazon dip to $168 in April?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_burst,22,47,hyperswap-fdv-above-1b-one-day-after-launch-171-318,Hyperswap FDV above $1B one day after launch?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_burst,23,48,will-kelly-loeffler-be-the-next-to-leave-the-trump-cabinet-before-2027,Will Kelly Loeffler be the next to leave the Trump Cabinet before 2027?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_burst,24,52,will-russell-t-vought-be-the-next-to-leave-the-trump-cabinet-before-2027-741,Will Russell T. Vought be the next to leave the Trump Cabinet before 2027?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_burst,25,53,will-monaco-win-the-202526-french-ligue-1,Will Monaco win the 2025–26 French Ligue 1?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,1,0,will-klaas-dijkhoff-become-the-next-prime-minister-of-the-netherlands,Will Klaas Dijkhoff become the next Prime Minister of the Netherlands?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,2,6,will-oviedo-win-the-202526-la-liga,Will Oviedo win the 2025–26 La Liga?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,3,7,claude-4pt7-released-by-march-31,Claude 4.7 released by March 31?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,4,11,will-gnk-dinamo-win-the-2025-26-uefa-europa-league,Will GNK Dinamo win the 2025-26 UEFA Europa League?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,5,13,elon-musk-of-tweets-april-2026-480-499,Will Elon Musk post 480-499 tweets in April 2026?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,6,15,will-fc-augsburg-win-the-202526-bundesliga,Will FC Augsburg win the 2025–26 Bundesliga?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,7,20,will-sbastien-lecornu-be-the-next-leader-out-before-2027,Will Sébastien Lecornu be the next leader out before 2027?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,8,22,will-kelly-loeffler-be-the-first-to-leave-the-trump-cabinet-before-2027-698,Will Kelly Loeffler be the first to leave the Trump Cabinet before 2027?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,9,27,will-the-party-for-the-animals-win-the-most-seats-in-the-2025-netherlands-parliamentary-election,Will the Party for the Animals win the most seats in the 2025 Netherlands parliamentary election?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,10,33,usdai-fdv-above-2b-one-day-after-launch-781-438-328-773-699-574-523-191,USD.AI FDV above $2B one day after launch?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,11,36,will-january-be-the-best-month-for-bitcoin-in-2026,Will January be the best month for Bitcoin in 2026?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,12,40,will-the-phoenix-suns-win-the-nba-western-conference-finals,Will the Phoenix Suns win the NBA Western Conference Finals?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,13,45,will-dilan-yeilgz-zegerius-become-the-next-prime-minister-of-the-netherlands,Will Dilan Yeşilgöz-Zegerius become the next Prime Minister of the Netherlands?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,14,46,will-amzn-dip-to-168-in-april,Will Amazon dip to $168 in April?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,15,49,will-robert-f-kennedy-jr-be-the-next-to-leave-the-trump-cabinet-before-2027-625,Will Robert F. Kennedy Jr. be the next to leave the Trump Cabinet before 2027?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,16,53,will-monaco-win-the-202526-french-ligue-1,Will Monaco win the 2025–26 French Ligue 1?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,17,56,over-50m-committed-to-the-hurupay-public-sale-569-772-915-493-946-347-974,Over $50M committed to the Hurupay public sale?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,18,57,gensyn-fdv-above-1b-one-day-after-launch-668-823-685,Gensyn FDV above $1B one day after launch?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,19,58,will-rb-leipzig-win-the-202526-bundesliga,Will RB Leipzig win the 2025–26 Bundesliga?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,20,60,will-mohamed-salah-be-the-20252026-top-ucl-goal-scorer,Will Mohamed Salah be the 2025/2026 top UCL goal scorer?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,21,61,will-amzn-reach-296-in-april,Will Amazon reach $296 in April?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,22,63,elon-musk-of-tweets-april-2026-640-659,Will Elon Musk post 640-659 tweets in April 2026?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,23,65,nba-2025-26-coach-of-the-year-kenny-atkinson,Will Kenny Atkinson win the 2025–2026 NBA Coach of the Year?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,24,66,will-phantom-launch-a-token-by-march-31-2026,"Will Phantom launch a token by March 31, 2026?",No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
reversal_momentum_burst,25,69,will-vfl-wolfsburg-win-the-202526-bundesliga,Will VfL Wolfsburg win the 2025–26 Bundesliga?,No,0.999999999999,9.999778782798785e-13,27.63104323789336,0.999999999998,0.999999999998,0
